split,symbol,timeframe,context_variant,strategy_type,strategy_id,holding_bars,cost_scenario,signal_count,executable_signal_count,rejected_signal_count,trade_count,hit_rate,average_gross_return,median_gross_return,average_net_return,median_net_return,cumulative_net_return,trade_return_volatility,maximum_drawdown,profit_factor,profit_factor_status,cost_burden,exposure_hours,covered_segment_count,segment_mean_min,segment_mean_median,segment_mean_max,positive_segment_share,uncertainty_note
development,BTCUSDT,4h,sensitivity_d2,baseline,periodic_entry_baseline,3,base_30bps,82,82,0,82,0.43902439024390244,-0.00030728852723858652,0.00056658681708582348,-0.0033018732872243037,-0.0024306156410769941,-0.27389272869745818,0.0344166694804319,-0.28139714351757705,0.75616667752331634,DEFINED,0.0029945847599857174,984,4,-0.025431909861168812,-0.002229134599923755,0.011810162880318109,0.5,descriptive_non_iid_no_p_value
development,BTCUSDT,4h,sensitivity_d2,baseline,periodic_entry_baseline,3,high_50bps,82,82,0,82,0.3902439024390244,-0.00030728852723858652,0.00056658681708582348,-0.0052932796278640643,-0.0044237627575386962,-0.38372235594492288,0.034347904854523478,-0.38887062840040454,0.64012110180058912,DEFINED,0.0049859911006254779,984,4,-0.027379100311389216,-0.0042226842762099681,0.0097885626385988741,0.25,descriptive_non_iid_no_p_value
development,BTCUSDT,4h,sensitivity_d2,baseline,periodic_entry_baseline,3,low_20bps,82,82,0,82,0.45121951219512196,-0.00030728852723858652,0.00056658681708582348,-0.0023046760633009741,-0.0014325467232246814,-0.21184260610495698,0.034451103384081118,-0.25521213520811414,0.82264471536429318,DEFINED,0.0019973875360623878,984,4,-0.024456853755449169,-0.0012308641001385462,0.01282247970777054,0.5,descriptive_non_iid_no_p_value
development,BTCUSDT,4h,sensitivity_d2,baseline,periodic_entry_baseline,6,base_30bps,82,82,0,82,0.47560975609756095,0.00079085981254294502,0.0007359689777224343,-0.0022070144565537017,-0.0022617408655905558,-0.23753693082355398,0.046830592694010922,-0.28642585657831487,0.87628127895315444,DEFINED,0.0029978742690966466,1968,4,-0.016200233419292998,-0.0070919361833120444,0.018501469243988954,0.25,descriptive_non_iid_no_p_value
development,BTCUSDT,4h,sensitivity_d2,baseline,periodic_entry_baseline,6,high_50bps,82,82,0,82,0.46341463414634149,0.00079085981254294502,0.0007359689777224343,-0.0042006083289636825,-0.0042552253944440066,-0.35286566803257091,0.046737025006135004,-0.35878036826930504,0.77735227455344302,DEFINED,0.0049914681415066282,1968,4,-0.018165868791308992,-0.0090757699650391398,0.016466499748769035,0.25,descriptive_non_iid_no_p_value
development,BTCUSDT,4h,sensitivity_d2,baseline,periodic_entry_baseline,6,low_20bps,82,82,0,82,0.47560975609756095,0.00079085981254294502,0.0007359689777224343,-0.0012087218255484365,-0.0012635029883985571,-0.17237999219410782,0.046877446737153536,-0.27277995251892184,0.93026134500914692,DEFINED,0.0019995816380913817,1968,4,-0.015215941014363677,-0.0060985309201611396,0.019520480728481015,0.25,descriptive_non_iid_no_p_value
development,BTCUSDT,4h,sensitivity_d2,baseline,segment_buy_and_hold,,base_30bps,0,4,0,4,0.5,-0.11904415734316856,-0.074929327475709628,-0.12168306518991484,-0.077700381526678908,-0.6216964698984947,0.42800770674227867,-0.66547720453428205,0.47596723111333517,DEFINED,0.0026389078467462801,13160,4,-0.64254432177278153,-0.077700381526678908,0.31121282406647999,0.5,descriptive_non_iid_no_p_value
development,BTCUSDT,4h,sensitivity_d2,baseline,segment_buy_and_hold,,high_50bps,0,4,0,4,0.5,-0.11904415734316856,-0.074929327475709628,-0.12343794549538983,-0.079543139387832751,-0.62471082789629473,0.4271525458483173,-0.66747833408293,0.46963186522413042,DEFINED,0.0043937881522212729,13160,4,-0.64325851946718982,-0.079543139387832751,0.30859301626129598,0.5,descriptive_non_iid_no_p_value
development,BTCUSDT,4h,sensitivity_d2,baseline,segment_buy_and_hold,,low_20bps,0,4,0,4,0.5,-0.11904415734316856,-0.074929327475709628,-0.1208043084373501,-0.076777620066094565,-0.62018022442432497,0.42843592877414788,-0.66447212870164885,0.47915065038727839,DEFINED,0.001760151094181539,13160,4,-0.64218668709839977,-0.076777620066094565,0.3125246934811885,0.5,descriptive_non_iid_no_p_value
development,ETHUSDT,1h,primary_d1,baseline,always_flat,,base_30bps,0,0,0,0,,,,,,0,,,,NO_TRADES,0,0,0,,,,,descriptive_non_iid_no_p_value
development,ETHUSDT,1h,primary_d1,baseline,always_flat,,high_50bps,0,0,0,0,,,,,,0,,,,NO_TRADES,0,0,0,,,,,descriptive_non_iid_no_p_value
development,ETHUSDT,1h,primary_d1,baseline,always_flat,,low_20bps,0,0,0,0,,,,,,0,,,,NO_TRADES,0,0,0,,,,,descriptive_non_iid_no_p_value
development,ETHUSDT,1h,primary_d1,baseline,periodic_entry_baseline,12,base_30bps,82,82,0,82,0.45121951219512196,-0.00071542575960386885,0.0013456115877934494,-0.0037087879423695867,-0.001653924443155208,-0.32262094356494897,0.044948511124287188,-0.43324175487100836,0.77684951496527199,DEFINED,0.0029933621827657178,984,4,-0.03067005272879313,0.00012849950280003925,0.01185172954881218,0.5,descriptive_non_iid_no_p_value
development,ETHUSDT,1h,primary_d1,baseline,periodic_entry_baseline,12,high_50bps,82,82,0,82,0.41463414634146339,-0.00071542575960386885,0.0013456115877934494,-0.005699381266106222,-0.0036486233913451405,-0.42508003220627999,0.044858703841965462,-0.4942423948414868,0.67837449688472007,DEFINED,0.0049839555065023531,984,4,-0.03260677735125652,-0.0018697607346634462,0.0098300462567440985,0.5,descriptive_non_iid_no_p_value
development,ETHUSDT,1h,primary_d1,baseline,periodic_entry_baseline,12,low_20bps,82,82,0,82,0.46341463414634149,-0.00071542575960386885,0.0013456115877934494,-0.002711997836864139,-0.00065507844517642688,-0.26473493256551395,0.044993482143406531,-0.40893094088730209,0.83142487941163523,DEFINED,0.0019965720772602701,984,4,-0.029700237388944294,0.0011291288172747241,0.012864087963747686,0.5,descriptive_non_iid_no_p_value
development,ETHUSDT,1h,primary_d1,baseline,periodic_entry_baseline,24,base_30bps,82,82,0,82,0.51219512195121952,0.0051087204026622575,0.0049046163371764262,0.0020979119595234252,0.0018944192888361577,-0.0020705111099967866,0.06629023425755963,-0.34508563112193325,1.095490949453888,DEFINED,0.0030108084431388323,1968,4,-0.025225811051805169,0.0060589461156557063,0.017986820565597465,0.5,descriptive_non_iid_no_p_value
development,ETHUSDT,1h,primary_d1,baseline,periodic_entry_baseline,24,high_50bps,82,82,0,82,0.5,0.0051087204026622575,0.0049046163371764262,9.5716829088364792e-05,-0.00010736926253168688,-0.153015458386768,0.066157786137828176,-0.40384279997527006,1.0041775090358633,DEFINED,0.0050130035735738926,1968,4,-0.027173413288166935,0.0040488368251328137,0.015952879340235624,0.5,descriptive_non_iid_no_p_value
development,ETHUSDT,1h,primary_d1,baseline,periodic_entry_baseline,24,low_20bps,82,82,0,82,0.51219512195121952,0.0051087204026622575,0.0049046163371764262,0.0031005116726393598,0.0028968154073824026,0.083208413329388664,0.066356557686693463,-0.31453211614459375,1.1441851783448216,DEFINED,0.0020082087300228976,1968,4,-0.024250548744071974,0.0070655088464180909,0.019005317143700375,0.5,descriptive_non_iid_no_p_value
